Type,Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,GW2,Ethernet2,100.64.22.6/31,l3leaf,SPE6,Ethernet1,100.64.22.7/31
l3leaf,GW3,Ethernet2,100.64.32.6/31,l3leaf,SPE5,Ethernet1,100.64.32.7/31
